FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry
326.0,,,,,,,,11245915.7647918,,,158649399.221366,,,,,,,,,2970818.5077997,"POLYGON ((16271802.711048037 -1880115.6830981867, 16279576.61956463 -1875836.473766286, 16287159.902037123 -1880447.2330920333, 16286972.932417106 -1889343.3987478472, 16279194.778248902 -1893628.5116593642, 16271607.839655671 -1889011.5476318528, 16271802.711048037 -1880115.6830981867))"
327.0,,,,,,,,,,,10664126.0820203,,,,,,,,,,"POLYGON ((16287159.902037123 -1880447.2330920333, 16294930.15398124 -1876161.0146875707, 16302517.669922013 -1880765.0587753872, 16302338.602965593 -1889661.5131193046, 16294564.11711399 -1893953.6423928945, 16286972.932417106 -1889343.3987478472, 16287159.902037123 -1880447.2330920333))"
328.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16302517.669922013 -1880765.0587753872, 16310284.252677068 -1876471.836827218, 16317875.990339298 -1881069.1588144647, 16317704.826900134 -1889965.8894073311, 16309934.022003204 -1894265.0294714991, 16302338.602965593 -1889661.5131193046, 16302517.669922013 -1880765.0587753872))"
329.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16317875.990339298 -1881069.1588144647, 16325638.89130482 -1876768.9388826094, 16333234.838920308 -1881359.531932839, 16333071.579814438 -1890256.5263306056, 16325304.468494045 -1894562.6715825703, 16317704.826900134 -1889965.8894073311, 16317875.990339298 -1881069.1588144647))"
330.0,,,5107582.97378343,,,,,,,,,60502301.4645089,8467675.87550394,,,,,,,,"POLYGON ((16187706.57178581 -1864712.4402735874, 16195494.270420052 -1860474.1965147683, 16203048.325509014 -1865118.8957473626, 16202818.263436105 -1874008.0370307053, 16195026.261861237 -1878252.1191640082, 16187468.62567093 -1873601.2139765087, 16187706.57178581 -1864712.4402735874))"
331.0,,,178433330.621239,,,,,,,,,8596374.19764316,40591.3622080535,,,,,,,,"POLYGON ((16203048.325509017 -1865118.8957473626, 16210832.44248868 -1860873.6232270396, 16218390.788379906 -1865511.6537962516, 16218168.611443348 -1874401.1503193176, 16210380.203120647 -1878652.2686988693, 16202818.263436105 -1874008.0370307053, 16203048.325509017 -1865118.8957473626))"
332.0,,,108967674.584067,,78103590.8746034,,,,,,,,,,,,,,,,"POLYGON ((16218390.788379906 -1865511.6537962516, 16226171.311031705 -1861259.357844429, 16233733.936124282 -1865890.71278118, 16233519.645381069 -1874780.5521969933, 16225734.843005838 -1879038.7014510853, 16218168.611443348 -1874401.1503193176, 16218390.788379906 -1865511.6537962516))"
333.0,,,,,184507643.336344,,,,,,,,,,,,2564556.42275414,,,,"POLYGON ((16233733.936124282 -1865890.71278118, 16241510.851790318 -1861631.3987593232, 16249077.744461438 -1866256.0711198598, 16248871.340931144 -1875146.2410753865, 16241090.157183189 -1879411.4158007146, 16233519.645381069 -1874780.5521969933, 16233733.936124282 -1865890.71278118))"
334.0,,,,,119760894.3986,,,,,,24537789.3895601,,,,,,42774415.3520044,,,,"POLYGON ((16249077.744461438 -1866256.0711198598, 16256851.04049933 -1861989.7444208222, 16264422.18910439 -1866607.7272868485, 16264223.67376916 -1875498.2154232105, 16256446.121312665 -1879770.4101849543, 16248871.340931144 -1875146.2410753865, 16249077.744461438 -1866256.0711198598))"
335.0,,,,,,,,,,,148113090.400461,,,,,,,,,530700.431033032,"POLYGON ((16264422.18910439 -1866607.7272868485, 16272191.852887388 -1862334.3933347724, 16279767.245760094 -1866945.679813585, 16279576.61956463 -1875836.473766286, 16271802.711048037 -1880115.6830981867, 16264223.67376916 -1875498.2154232105, 16264422.18910439 -1866607.7272868485))"
336.0,,,,,,,,,,,429473.179155111,,,,,,,,,,"POLYGON ((16279767.245760094 -1866945.679813585, 16287533.264677212 -1862665.3440638306, 16295112.8901297 -1867269.9272884445, 16294930.15398124 -1876161.0146875707, 16287159.902037123 -1880447.2330920333, 16279576.61956463 -1875836.473766286, 16279767.245760094 -1866945.679813585))"
337.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16295112.8901297 -1867269.9272884445, 16302875.25158583 -1862982.5952274855, 16310459.097908756 -1867580.4683567588, 16310284.252677068 -1876471.836827218, 16302517.669922013 -1880765.0587753872, 16294930.15398124 -1876161.0146875707, 16295112.8901297 -1867269.9272884445))"
338.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16310459.097908756 -1867580.4683567588, 16318217.789324798 -1863286.145502109, 16325805.844787458 -1867877.3017208863, 16325638.89130482 -1876768.9388826094, 16317875.990339298 -1881069.1588144647, 16310284.252677068 -1876471.836827218, 16310459.097908756 -1867580.4683567588))"
339.0,,,40766289.3197031,,,,,,,,,32574647.6650993,13592183.6798065,,,,,,,,"POLYGON ((16180398.33416183 -1851177.664597573, 16188181.730976133 -1846945.2311936084, 16195727.914150462 -1851590.409842861, 16195494.270420052 -1860474.1965147683, 16187706.57178581 -1864712.4402735874, 16180156.81907801 -1860061.0793718859, 16180398.33416183 -1851177.664597573))"
340.0,,,184155977.552764,,,,,,,,,,,,2879977.86346242,,,,,,"POLYGON ((16195727.914150465 -1851590.409842861, 16203507.740870453 -1847350.9551461195, 16211058.21375603 -1851989.4769339345, 16210832.44248868 -1860873.6232270396, 16203048.325509017 -1865118.8957473626, 16195494.270420052 -1860474.1965147683, 16195727.914150465 -1851590.409842861))"
341.0,,,116817506.707244,,37476328.8150738,,,,,,,,,,,32743126.3667263,,,,,"POLYGON ((16211058.21375603 -1851989.4769339345, 16218834.457730416 -1847743.006232979, 16226389.208763618 -1852374.8642128762, 16226171.311031705 -1861259.357844429, 16218390.788379906 -1865511.6537962516, 16210832.44248868 -1860873.6232270396, 16211058.21375603 -1851989.4769339345))"
342.0,,,,,121536700.065503,,,,,,,,,,,65501232.6045427,,,,,"POLYGON ((16226389.208763618 -1852374.8642128762, 16234161.857356392 -1848121.382827599, 16241720.874951703 -1852746.5700782137, 16241510.851790318 -1861631.3987593232, 16233733.936124282 -1865890.71278118, 16226171.311031705 -1861259.357844429, 16226389.208763618 -1852374.8642128762))"
343.0,,,,,166072153.83229,,,,,,13858478.0937183,,,,,,2489681.09735546,,,4618554.79439422,"POLYGON ((16241720.874951705 -1852746.5700782137, 16249489.915542273 -1848486.0833597537, 16257053.188092405 -1853104.5929849606, 16256851.04049933 -1861989.7444208222, 16249077.744461438 -1866256.0711198598, 16241510.851790318 -1861631.3987593232, 16241720.874951705 -1852746.5700782137))"
344.0,,,,,1911076.36378574,,,,,,117604633.522769,,,,,,,,,814548.001700564,"POLYGON ((16257053.188092405 -1853104.5929849606, 16264818.6080757 -1848837.1063156188, 16272386.123951694 -1853448.931444674, 16272191.852887388 -1862334.3933347724, 16264422.18910439 -1866607.7272868485, 16256851.04049933 -1861989.7444208222, 16257053.188092405 -1853104.5929849606))"
345.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16272386.123951694 -1853448.931444674, 16280147.910738297 -1849174.4502378264, 16287719.658289628 -1853779.5840254968, 16287533.264677212 -1862665.3440638306, 16279767.245760094 -1866945.679813585, 16272191.852887388 -1862334.3933347724, 16272386.123951694 -1853448.931444674))"
346.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16287719.658289628 -1853779.5840254968, 16295477.799305897 -1849498.113725505, 16303053.766860586 -1854096.5493521804, 16302875.25158583 -1862982.5952274855, 16295112.8901297 -1867269.9272884445, 16287533.264677212 -1862665.3440638306, 16287719.658289628 -1853779.5840254968))"
347.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16303053.766860586 -1854096.5493521804, 16310808.24954877 -1849808.0954343162, 16318388.425413486 -1854399.8261061595, 16318217.789324798 -1863286.145502109, 16310459.097908756 -1867580.4683567588, 16302875.25158583 -1862982.5952274855, 16303053.766860586 -1854096.5493521804))"
348.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16318388.425413486 -1854399.8261061595, 16326139.23723186 -1850104.3940765015, 16333723.609692032 -1854689.413025553, 16333560.853600433 -1863575.9936209982, 16325805.844787458 -1867877.3017208863, 16318217.789324798 -1863286.145502109, 16318388.425413486 -1854399.8261061595))"
349.0,,,,,,,,,,,,82.2496224247152,1874055.30855787,,,,,,,,"POLYGON ((16173101.524754971 -1837647.7403173964, 16180880.620885182 -1833421.0893509532, 16188418.94480377 -1838066.7592926668, 16188181.730976133 -1846945.2311936056, 16180398.33416183 -1851177.664597573, 16172856.452240387 -1846525.8360583421, 16173101.524754971 -1837647.7403173964))"
350.0,,,121229021.630407,,,,,,,,,42805121.0670314,3496094.78759316,,2063052.63131707,,,,,,"POLYGON ((16188418.94480377 -1838066.7592926668, 16196194.482362721 -1833833.0944860997, 16203737.094886325 -1838472.119297521, 16203507.740870453 -1847350.9551461195, 16195727.914150462 -1851590.409842861, 16188181.730976133 -1846945.2311936056, 16188418.94480377 -1838066.7592926668))"
351.0,,,149161886.435549,,25892047.8645739,,,,,,,,,,,11948001.9951413,,,,,"POLYGON ((16203737.094886325 -1838472.119297521, 16211509.061244711 -1834231.4458982097, 16219055.950846864 -1838863.8186554876, 16218834.457730416 -1847743.006232979, 16211058.21375603 -1851989.4769339345, 16203507.740870453 -1847350.9551461195, 16203737.094886325 -1838472.119297521))"
352.0,,,,,49304692.8966413,,,,,,,,,,,137698251.296904,,,,,"POLYGON ((16219055.950846864 -1838863.8186554876, 16226824.333390556 -1834616.141942011, 16234375.488522917 -1839241.8557461912, 16234161.857356392 -1848121.3828275963, 16226389.208763618 -1852374.8642128762, 16218834.457730416 -1847743.006232979, 16219055.950846864 -1838863.8186554876))"
353.0,,,,,61497674.0681262,,,,,,53330082.0514843,,,,,62696635.6165752,,,,9479524.01043171,"POLYGON ((16234375.488522917 -1839241.8557461912, 16242140.27465309 -1834987.181028236, 16249695.683745563 -1839606.2290053973, 16249489.915542273 -1848486.083359751, 16241720.874951705 -1852746.5700782137, 16234161.857356392 -1848121.3828275963, 16234375.488522917 -1839241.8557461912))"
354.0,,,,,315347.610824525,,,,,,88231255.8846586,,,,,,,,,4416078.78053131,"POLYGON ((16249695.683745563 -1839606.2290053973, 16257456.86087881 -1835344.561623684, 16265016.512339644 -1839956.9369250725, 16264818.6080757 -1848837.106315616, 16257053.188092405 -1853104.5929849606, 16249489.915542273 -1848486.083359751, 16249695.683745563 -1839606.2290053973))"
355.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16265016.512339644 -1839956.9369250725, 16272774.067908103 -1835688.2822512554, 16280337.950124 -1840293.9780534117, 16280147.910738297 -1849174.4502378237, 16272386.123951694 -1853448.931444674, 16264818.6080757 -1848837.106315616, 16265016.512339644 -1839956.9369250725))"
356.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16280337.950124 -1840293.9780534117, 16288091.871575478 -1836018.3414900117, 16295659.972911693 -1840617.3509948931, 16295477.799305897 -1849498.1137255023, 16287719.658289628 -1853779.5840254968, 16280147.910738297 -1849174.4502378237, 16280337.950124 -1840293.9780534117))"
357.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16295659.972911693 -1840617.3509948931, 16303410.247709785 -1836334.7379751897, 16310982.556510242 -1840927.0544103184, 16310808.24954877 -1849808.0954343162, 16303053.766860586 -1854096.5493521804, 16295477.799305897 -1849498.1137255023, 16295659.972911693 -1840617.3509948931))"
358.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16310982.556510242 -1840927.0544103184, 16318729.172134452 -1836637.470398277, 16326305.676721841 -1841223.0870168346, 16326139.23723186 -1850104.3940764975, 16318388.425413486 -1854399.8261061595, 16310808.24954877 -1849808.0954343162, 16310982.556510242 -1840927.0544103184))"
359.0,,,7468950.95227874,,,,,,,,,32533020.1748144,123029.448235288,,,,,,,,"POLYGON ((16181121.39328697 -1824547.8924588356, 16188892.642798688 -1820319.9897106073, 16196427.407582063 -1824959.529374554, 16196194.482362721 -1833833.0944860997, 16188418.94480377 -1838066.7592926668, 16180880.620885182 -1833421.0893509532, 16181121.39328697 -1824547.8924588356))"
360.0,,,181112930.317109,,5853259.08909726,,,,,,,,,,,,,,,,"POLYGON ((16196427.407582063 -1824959.529374554, 16204195.097401159 -1820724.625429179, 16211734.138178762 -1825357.52472225, 16211509.061244711 -1834231.4458982097, 16203737.094886325 -1838472.119297521, 16196194.482362721 -1833833.0944860997, 16196427.407582063 -1824959.529374554))"
361.0,,,1347111.37857521,,136408933.748413,,,,,,,,,,,49211189.9283359,,,,,"POLYGON ((16211734.138178766 -1825357.52472225, 16219498.255712967 -1821115.6248172463, 16227041.56097352 -1825741.8768629273, 16226824.333390556 -1834616.141942011, 16219055.950846864 -1838863.8186554876, 16211509.061244711 -1834231.4458982097, 16211734.138178766 -1825357.52472225))"
362.0,,,,,78773768.7633169,,,,,,64537030.9449886,,,,,19809775.8152567,,,23847668.1256279,,"POLYGON ((16227041.56097352 -1825741.8768629273, 16234802.093645759 -1821492.9862668, 16242349.651856232 -1826112.584213397, 16242140.27465309 -1834987.181028236, 16234375.488522917 -1839241.8557461912, 16226824.333390556 -1834616.141942011, 16227041.56097352 -1825741.8768629273))"
363.0,,,,,,,,,,,109757093.360308,,,,,,,,1495273.46475184,,"POLYGON ((16242349.651856232 -1826112.584213397, 16250106.587104745 -1821856.708225539, 16257658.386710474 -1826469.6452463204, 16257456.86087881 -1835344.561623684, 16249695.683745563 -1839606.2290053973, 16242140.27465309 -1834987.181028236, 16242349.651856232 -1826112.584213397))"
364.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16257658.386710474 -1826469.6452463204, 16265411.711988943 -1822206.789196925, 16272967.741413731 -1826813.0584902428, 16272774.067908103 -1835688.2822512554, 16265016.512339644 -1839956.9369250725, 16257456.86087881 -1835344.561623684, 16257658.386710474 -1826469.6452463204))"
365.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16272967.741413731 -1826813.0584902428, 16280717.444191394 -1822543.2277402368, 16288277.691837613 -1827142.8225296491, 16288091.871575478 -1836018.3414900117, 16280337.950124 -1840293.9780534117, 16272774.067908103 -1835688.2822512554, 16272967.741413731 -1826813.0584902428))"
366.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16288277.691837613 -1827142.8225296491, 16296023.759599393 -1822866.0224705962, 16303588.213848095 -1827458.9360050026, 16303410.247709785 -1836334.7379751897, 16295659.972911693 -1840617.3509948931, 16288091.871575478 -1836018.3414900117, 16288277.691837613 -1827142.8225296491))"
367.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16303588.213848095 -1827458.9360050026, 16311330.634094719 -1823175.1720590147, 16318899.283305744 -1827761.3976127815, 16318729.172134448 -1836637.470398277, 16310982.556510242 -1840927.0544103184, 16303410.247709785 -1836334.7379751897, 16303588.213848095 -1827458.9360050026))"
368.0,,,110852648.114095,,,,,,,,,36345530.7849785,1685095.55160106,,,,,,,,"POLYGON ((16189129.127713544 -1811451.6557058676, 16196892.542085245 -1807222.4934675356, 16204423.746623002 -1811855.9310790962, 16204195.097401159 -1820724.625429179, 16196427.407582063 -1824959.529374554, 16188892.642798688 -1820319.9897106073, 16189129.127713544 -1811451.6557058676))"
369.0,,,34295536.2848392,,130909744.887775,,,,,,,,,,,21725524.8109886,,,,,"POLYGON ((16204423.746623002 -1811855.9310790962, 16212183.60020262 -1807619.7802200082, 16219719.068160806 -1812246.5822196705, 16219498.255712967 -1821115.6248172463, 16211734.138178762 -1825357.52472225, 16204195.097401159 -1820724.625429179, 16204423.746623002 -1811855.9310790962))"
370.0,,,,,118037843.658506,,,,,,22175131.7848027,,,,,32341742.9459177,,,14377133.8615,,"POLYGON ((16219719.068160806 -1812246.5822196705, 16227475.348393004 -1808003.447967391, 16235015.068275545 -1812623.607525723, 16234802.093645759 -1821492.9862668, 16227041.56097352 -1825741.8768629273, 16219498.255712967 -1821115.6248172463, 16219719.068160806 -1812246.5822196705))"
371.0,,,,,,,,,,,138360070.258199,,,,,,,,13781828.9383069,,"POLYGON ((16235015.068275545 -1812623.607525723, 16242767.762620188 -1808373.4951385711, 16250311.722909378 -1812987.0054508916, 16250106.587104745 -1821856.708225539, 16242349.651856232 -1826112.584213397, 16234802.093645759 -1821492.9862668, 16235015.068275545 -1812623.607525723))"
372.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16250311.722909378 -1812987.0054508916, 16258060.81884168 -1808729.920217872, 16265609.007998303 -1813336.7745043668, 16265411.711988943 -1822206.789196925, 16257658.386710474 -1826469.6452463204, 16250106.587104745 -1821856.708225539, 16250311.722909378 -1812987.0054508916))"
373.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16265609.007998303 -1813336.7745043668, 16273354.493008923 -1809072.7217450684, 16280906.899472347 -1813672.9132509243, 16280717.444191394 -1822543.2277402368, 16272967.741413731 -1826813.0584902428, 16265411.711988943 -1822206.789196925, 16265609.007998303 -1813336.7745043668))"
374.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16280906.899472347 -1813672.9132509243, 16288648.76106752 -1809401.8983154534, 16296205.373255804 -1813995.4203109904, 16296023.759599393 -1822866.0224705962, 16288277.691837613 -1827142.8225296491, 16280717.444191394 -1822543.2277402368, 16280906.899472347 -1813672.9132509243))"
375.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16296205.373255804 -1813995.4203109904, 16303943.598957466 -1809717.4485798653, 16311504.405267475 -1814304.2943606577, 16311330.634094719 -1823175.1720590147, 16303588.213848095 -1827458.9360050026, 16296023.759599393 -1822866.0224705962, 16296205.373255804 -1813995.4203109904))"
376.0,,,41657588.4931888,,,,,,,,,53701296.1476356,3319008.58997703,,,,,,,,"POLYGON ((16181842.231209952 -1797948.446884718, 16189601.371241238 -1793724.9987066714, 16197124.752102058 -1798358.9864438113, 16196892.542085245 -1807222.4934675356, 16189129.127713544 -1811451.6557058676, 16181602.198070565 -1806811.5893364553, 16181842.231209952 -1797948.446884718))"
377.0,,,84501246.8911233,,100910899.035885,,,,,,,,,,,1481511.78183959,,,,,"POLYGON ((16197124.752102058 -1798358.9864438113, 16204880.342797196 -1794128.55696814, 16212407.986000776 -1798755.920658924, 16212183.60020262 -1807619.7802200082, 16204423.746623002 -1811855.9310790962, 16196892.542085245 -1807222.4934675356, 16197124.752102058 -1798358.9864438113))"
378.0,,,,,171394106.207417,,,,,,,,,,,15500636.0711842,,,,,"POLYGON ((16212407.986000776 -1798755.920658924, 16220160.01482615 -1794518.515072517, 16227691.90891324 -1799139.2479097962, 16227475.348393004 -1808003.447967391, 16219719.068160806 -1812246.5822196705, 16212183.60020262 -1807619.7802200082, 16212407.986000776 -1798755.920658924))"
379.0,,,,,35159290.6546278,,,,,,113460597.502635,,,,,,,,33466285.7581278,,"POLYGON ((16227691.90891324 -1799139.2479097962, 16235440.363350336 -1794894.8714301647, 16242976.496840075 -1799508.9666313292, 16242767.762620188 -1808373.4951385711, 16235015.068275545 -1812623.607525723, 16227475.348393004 -1808003.447967391, 16227691.90891324 -1799139.2479097962))"
380.0,,,,,,,,,,,3034195.78219318,,,,,,,,,,"POLYGON ((16242976.496840078 -1799508.9666313292, 16250721.36438561 -1795257.624506534, 16258261.725775642 -1799865.075313645, 16258060.81884168 -1808729.920217872, 16250311.722909378 -1812987.0054508916, 16242767.762620188 -1808373.4951385711, 16242976.496840078 -1799508.9666313292))"
381.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16258261.725775642 -1799865.075313645, 16266002.993941681 -1795606.7728221996, 16273547.571708249 -1800207.572502104, 16273354.493008923 -1809072.7217450684, 16265609.007998303 -1813336.7745043668, 16258060.81884168 -1808729.920217872, 16258261.725775642 -1799865.075313645))"
382.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16273547.571708249 -1800207.572502104, 16281285.228022326 -1795942.3149529023, 16288834.010620378 -1800536.4567973756, 16288648.76106752 -1809401.8983154534, 16280906.899472347 -1813672.9132509243, 16273354.493008925 -1809072.7217450684, 16273547.571708249 -1800207.572502104))"
383.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16288834.010620378 -1800536.4567973756, 16296568.04262562 -1796264.249529599, 16304121.018488927 -1800851.7268554573, 16303943.598957466 -1809717.4485798653, 16296205.373255804 -1813995.4203109904, 16288648.76106752 -1809401.8983154534, 16288834.010620378 -1800536.4567973756))"
384.0,,,58382410.1346871,,,,,,,,,38639309.6449196,1122648.76324716,,,,,,,,"POLYGON ((16174566.694059227 -1784449.85155589, 16182321.56087205 -1780232.0898908325, 16189837.130597074 -1784866.6395851173, 16189601.371241238 -1793724.9987066714, 16181842.231209952 -1797948.446884718, 16174323.124129435 -1793307.84193277, 16174566.694059227 -1784449.85155589))"
385.0,,,134439459.37922,,44811938.4588897,,,,,,,,,,,7604393.12641158,,,,,"POLYGON ((16189837.130597074 -1784866.6395851173, 16197588.459492937 -1780641.9039297816, 16205108.290468002 -1785269.8410735524, 16204880.342797196 -1794128.55696814, 16197124.752102058 -1798358.9864438113, 16189601.371241238 -1793724.9987066714, 16189837.130597074 -1784866.6395851173))"
386.0,,,,,169396870.304378,,,,,,,,,,,17460044.1586892,,,,,"POLYGON ((16205108.290468002 -1785269.8410735524, 16212856.06893499 -1781038.1365744025, 16220380.149737554 -1785659.454382828, 16220160.01482615 -1794518.515072517, 16212407.986000776 -1798755.920658924, 16204880.342797196 -1794128.55696814, 16205108.290468002 -1785269.8410735524))"
387.0,,,,,95247829.0280796,,,,,,63314496.907383,,,,,,,,28295672.91288,,"POLYGON ((16220380.149737554 -1785659.454382828, 16228124.365278754 -1781420.786216818, 16235652.68446468 -1786035.4779293947, 16235440.363350336 -1794894.8714301647, 16227691.90891324 -1799139.2479097962, 16220160.01482615 -1794518.515072517, 16220380.149737554 -1785659.454382828))"
388.0,,,,,,,,,,,30597341.1914279,,,,,,,,,,"POLYGON ((16235652.684464682 -1786035.4779293947, 16243393.324598303 -1781789.851303892, 16250925.87070197 -1786397.9101845776, 16250721.36438561 -1795257.624506534, 16242976.496840078 -1799508.9666313292, 16235440.363350336 -1794894.8714301647, 16235652.684464682 -1786035.4779293947))"
389.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16250925.87070197 -1786397.9101845776, 16258662.922961468 -1782145.330337279, 16266199.684495877 -1786746.7496746164, 16266002.993941681 -1795606.7728221996, 16258261.725775642 -1799865.075313645, 16250721.36438561 -1795257.624506534, 16250925.87070197 -1786397.9101845776))"
390.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16266199.684495877 -1786746.7496746164, 16273933.136430074 -1782487.221873461, 16281474.10188694 -1787081.9949807012, 16281285.228022326 -1795942.3149529023, 16273547.571708249 -1800207.572502104, 16266002.993941681 -1795606.7728221996, 16266199.684495877 -1786746.7496746164))"
391.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16281474.10188694 -1787081.9949807012, 16289203.941060133 -1782815.5245237993, 16296749.09891001 -1787403.6447390367, 16296568.04262562 -1796264.249529599, 16288834.010620378 -1800536.4567973756, 16281285.228022326 -1795942.3149529023, 16281474.10188694 -1787081.9949807012))"
392.0,,,,,,,,,,,,2341410.68630157,3732835.05692013,,,,,,,,"POLYGON ((16167302.492307907 -1770955.8184148388, 16175053.087039098 -1766743.7158142708, 16182560.858147705 -1771378.8393218368, 16182321.56087205 -1780232.0898908325, 16174566.694059227 -1784449.85155589, 16167055.3969851 -1779808.6961201245, 16167302.492307907 -1770955.8184148388))"
393.0,,,127453380.221385,,34765951.9742033,,,,,,,16135518.4357446,264918.319131464,,8197437.53559321,,,,,,"POLYGON ((16182560.858147705 -1771378.8393218368, 16190307.926344495 -1767159.7700224894, 16197819.957595484 -1771788.292405951, 16197588.459492937 -1780641.9039297816, 16189837.130597074 -1784866.6395851173, 16182321.56087205 -1780232.0898908325, 16182560.858147705 -1771378.8393218368))"
394.0,,,,,158742663.15929,,,,,,,,,,,28075706.3772354,,,,,"POLYGON ((16197819.957595484 -1771788.292405951, 16205563.486767648 -1767562.2615141165, 16213079.766775062 -1772184.1760109796, 16212856.06893499 -1781038.1365744025, 16205108.290468002 -1785269.8410735524, 16197588.459492937 -1780641.9039297816, 16197819.957595484 -1771788.292405951))"
395.0,,,,,171922071.150789,,,,,,6127227.59636053,,,,,,,,8770194.02514577,,"POLYGON ((16213079.766775062 -1772184.1760109796, 16220819.744447261 -1767951.1886633094, 16228340.261803562 -1772566.488535207, 16228124.365278754 -1781420.786216818, 16220380.149737554 -1785659.454382828, 16212856.06893499 -1781038.1365744025, 16213079.766775062 -1772184.1760109796))"
396.0,,,,,726831.662414551,,,,,,55933051.706774,,,,,,,,14117193.0991919,,"POLYGON ((16228340.261803566 -1772566.488535207, 16236076.675515488 -1768326.549898627, 16243601.41879168 -1772935.228431444, 16243393.324598303 -1781789.851303892, 16235652.68446468 -1786035.4779293947, 16228124.365278754 -1781420.786216818, 16228340.261803566 -1772566.488535207))"
397.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16243601.41879168 -1772935.228431444, 16251334.25609816 -1768688.3437030895, 16258863.213843873 -1773290.3942070864, 16258662.922961468 -1782145.330337279, 16250925.87070197 -1786397.9101845776, 16243393.324598303 -1781789.851303892, 16243601.41879168 -1772935.228431444))"
398.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16258863.213843873 -1773290.3942070864, 16266592.462314995 -1769036.5686141953, 16274125.623058595 -1773631.984424146, 16273933.136430074 -1782487.221873461, 16266199.684495877 -1786746.7496746164, 16258662.922961468 -1782145.330337279, 16258863.213843873 -1773290.3942070864))"
399.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16274125.623058595 -1773631.984424146, 16281851.27027983 -1769371.2232239975, 16289388.62252853 -1773959.9976993026, 16289203.941060133 -1782815.5245237993, 16281474.10188694 -1787081.9949807012, 16273933.136430074 -1782487.221873461, 16274125.623058595 -1773631.984424146))"
400.0,,,122248653.611679,,10310510.245408,,,,,,,25737444.1514824,6928595.3084742,,,942692.224212408,,,,,"POLYGON ((16175295.910852 -1757895.534522017, 16183038.71946481 -1753682.1042123775, 16190542.963474533 -1758311.2236471623, 16190307.926344495 -1767159.7700224894, 16182560.858147705 -1771378.8393218368, 16175053.087039098 -1766743.7158142708, 16175295.910852 -1757895.534522017))"
401.0,,,,,136592834.413828,,,,,,,,,,,50186273.8203054,,,,,"POLYGON ((16190542.963474533 -1758311.2236471623, 16198282.244430434 -1754090.8389807078, 16205790.736110544 -1758713.3619084903, 16205563.486767648 -1767562.2615141165, 16197819.957595484 -1771788.292405951, 16190307.926344495 -1767159.7700224894, 16190542.963474533 -1758311.2236471623))"
402.0,,,,,154052596.999381,,,,,,,,,,,32727673.9432199,,,,,"POLYGON ((16205790.736110544 -1758713.3619084903, 16213526.476955766 -1754486.0279818233, 16221039.204935215 -1759101.947686394, 16220819.744447261 -1767951.1886633094, 16213079.766775062 -1772184.1760109796, 16205563.486767648 -1767562.2615141165, 16205790.736110544 -1758713.3619084903))"
403.0,,,,,84950443.4802502,,,,,,40090858.7084907,,,,,8064912.81154859,,,12913425.0424095,,"POLYGON ((16221039.204935215 -1759101.947686394, 16228771.39323091 -1754867.669626255, 16236288.346117191 -1759476.9794154563, 16236076.675515488 -1768326.549898627, 16228340.261803562 -1772566.488535207, 16220819.744447261 -1767951.1886633094, 16221039.204935215 -1759101.947686394))"
404.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16236288.346117191 -1759476.9794154563, 16244016.969439544 -1755235.7623786638, 16251538.135818806 -1759838.4555845095, 16251334.25609816 -1768688.3437030895, 16243601.41879168 -1772935.228431444, 16236076.675515488 -1768326.549898627, 16236288.346117191 -1759476.9794154563))"
