id	cost
6738	1
6739	1
6740	1
6741	1
6742	1
6743	1
6744	1
6745	1
6746	1
6747	1
6748	1
6749	1
6750	1
6751	1
6752	1
6753	1
6754	1
6755	1
6756	1
6757	1
6758	1
6759	1
6760	1
6761	1
6762	1
6763	1
6764	1
6765	1
6766	1
7020	1
7021	1
7022	1
7023	1
7024	1
7025	1
7026	1
7027	1
7028	1
7029	1
7030	1
7031	1
7032	1
7033	1
7034	1
7035	1
7036	1
7037	1
7038	1
7039	1
7040	1
7041	1
7042	1
7043	1
7044	1
7045	1
7046	1
7047	1
7048	1
7049	1
7050	1
7051	1
7052	1
7053	1
7054	1
7055	1
7056	1
7057	1
7310	1
7311	1
7312	1
7313	1
7314	1
7315	1
7316	1
7317	1
7318	1
7319	1
7320	1
7321	1
7322	1
7323	1
7324	1
7325	1
7326	1
7327	1
7328	1
7329	1
7330	1
7331	1
7332	1
7333	1
7334	1
7335	1
7336	1
7337	1
7338	1
7339	1
7340	1
7341	1
7342	1
7343	1
7344	1
7345	1
7346	1
7347	1
7601	1
7602	1
7603	1
7604	1
7605	1
7606	1
7607	1
7608	1
7609	1
7610	1
7611	1
7612	1
7613	1
7614	1
7615	1
7616	1
7617	1
7618	1
7619	1
7620	1
7621	1
7622	1
7623	1
7624	1
7625	1
7626	1
7627	1
7628	1
7629	1
7630	1
7631	1
7632	1
7633	1
7634	1
7635	1
7636	1
7637	1
7891	1
7892	1
7893	1
7894	1
7895	1
7896	1
7897	1
7898	1
7899	1
7900	1
7901	1
7902	1
7903	1
7904	1
7905	1
7906	1
7907	1
7908	1
7909	1
7910	1
7911	1
7912	1
7913	1
7914	1
7915	1
7916	1
7917	1
7918	1
7919	1
7920	1
7921	1
7922	1
7923	1
7924	1
7925	1
7926	1
7927	1
8181	1
8182	1
8183	1
8184	1
8185	1
8186	1
8187	1
8188	1
8189	1
8190	1
8191	1
8192	1
8193	1
8194	1
8195	1
8196	1
8197	1
8198	1
8199	1
8200	1
8201	1
8202	1
8203	1
8204	1
8205	1
8206	1
8207	1
8208	1
8209	1
8210	1
8211	1
8212	1
8213	1
8214	1
8215	1
8216	1
8217	1
8218	1
8219	1
8224	1
8225	1
8226	1
8227	1
8234	1
8471	1
8472	1
8473	1
8474	1
8475	1
8476	1
8477	1
8478	1
8479	1
8480	1
8481	1
8482	1
8483	1
8484	1
8485	1
8486	1
8487	1
8488	1
8489	1
8490	1
8491	1
8492	1
8493	1
8494	1
8495	1
8496	1
8497	1
8498	1
8499	1
8500	1
8501	1
8502	1
8503	1
8504	1
8505	1
8506	1
8507	1
8508	1
8509	1
8510	1
8512	1
8513	1
8514	1
8515	1
8516	1
8517	1
8518	1
8519	1
8520	1
8521	1
8522	1
8523	1
8524	1
8525	1
8761	1
8762	1
8763	1
8764	1
8765	1
8766	1
8767	1
8768	1
8769	1
8770	1
8771	1
8772	1
8773	1
8774	1
8775	1
8776	1
8777	1
8778	1
8779	1
8780	1
8781	1
8782	1
8783	1
8784	1
8785	1
8786	1
8787	1
8788	1
8789	1
8790	1
8791	1
8792	1
8793	1
8794	1
8795	1
8796	1
8797	1
8798	1
8799	1
8800	1
8801	1
8802	1
8803	1
8804	1
8805	1
8806	1
8807	1
8808	1
8809	1
8810	1
8811	1
8812	1
8813	1
8814	1
8815	1
9050	1
9051	1
9052	1
9053	1
9054	1
9055	1
9056	1
9057	1
9058	1
9059	1
9060	1
9061	1
9062	1
9063	1
9064	1
9065	1
9066	1
9067	1
9068	1
9069	1
9070	1
9071	1
9072	1
9073	1
9074	1
9075	1
9076	1
9077	1
9078	1
9079	1
9080	1
9081	1
9082	1
9083	1
9084	1
9085	1
9086	1
9087	1
9088	1
9089	1
9090	1
9091	1
9092	1
9093	1
9094	1
9095	1
9096	1
9097	1
9098	1
9099	1
9100	1
9101	1
9102	1
9103	1
9104	1
9105	1
9106	1
9107	1
9341	1
9342	1
9343	1
9344	1
9345	1
9346	1
9347	1
9348	1
9349	1
9350	1
9351	1
9352	1
9353	1
9354	1
9355	1
9356	1
9357	1
9358	1
9359	1
9360	1
9361	1
9362	1
9363	1
9364	1
9365	1
9366	1
9367	1
9368	1
9369	1
9370	1
9371	1
9372	1
9373	1
9374	1
9375	1
9376	1
9377	1
9378	1
9379	1
9380	1
9381	1
9382	1
9383	1
9384	1
9385	1
9386	1
9387	1
9388	1
9389	1
9390	1
9391	1
9392	1
9393	1
9394	1
9395	1
9396	1
9397	1
9398	1
9631	1
9632	1
9633	1
9634	1
9635	1
9636	1
9637	1
9638	1
9639	1
9640	1
9641	1
9642	1
9643	1
9644	1
9645	1
9646	1
9647	1
9648	1
9649	1
9650	1
9651	1
9652	1
9653	1
9654	1
9655	1
9656	1
9657	1
9658	1
9659	1
9660	1
9661	1
9662	1
9663	1
9664	1
9665	1
9666	1
9667	1
9668	1
9669	1
9670	1
9671	1
9672	1
9673	1
9674	1
9675	1
9676	1
9677	1
9678	1
9679	1
9680	1
9681	1
9682	1
9683	1
9684	1
9685	1
9686	1
9687	1
9688	1
9922	1
9923	1
9924	1
9925	1
9926	1
9927	1
9928	1
9929	1
9930	1
9931	1
9932	1
9933	1
9934	1
9935	1
9936	1
9937	1
9938	1
9939	1
9940	1
9941	1
9942	1
9943	1
9944	1
9945	1
9946	1
9947	1
9948	1
9949	1
9950	1
9951	1
9952	1
9953	1
9954	1
9955	1
9956	1
9957	1
9958	1
9959	1
9960	1
9961	1
9962	1
9963	1
9964	1
9965	1
9966	1
9967	1
9968	1
9969	1
9970	1
9971	1
9972	1
9973	1
9974	1
9975	1
9976	1
9977	1
9978	1
10212	1
10213	1
10214	1
10215	1
10216	1
10217	1
10218	1
10219	1
10220	1
10221	1
10222	1
10223	1
10224	1
10225	1
10226	1
10227	1
10228	1
10229	1
10230	1
10231	1
10232	1
10233	1
10234	1
10235	1
10236	1
10237	1
10238	1
10239	1
10240	1
10241	1
10242	1
10243	1
10244	1
10245	1
10246	1
10247	1
10248	1
10249	1
10250	1
10251	1
10252	1
10253	1
10254	1
10255	1
10256	1
10257	1
10258	1
10259	1
10260	1
10261	1
10262	1
10263	1
10264	1
10265	1
10266	1
10267	1
10268	1
10269	1
10502	1
10503	1
10504	1
10505	1
10506	1
10507	1
10508	1
10509	1
10510	1
10511	1
10512	1
10513	1
10514	1
10515	1
10516	1
10517	1
10518	1
10519	1
10520	1
10521	1
10522	1
10523	1
10524	1
10525	1
10526	1
10527	1
10528	1
10529	1
10530	1
10531	1
10532	1
10533	1
10534	1
10535	1
10536	1
10537	1
10538	1
10539	1
10540	1
10541	1
10542	1
10543	1
10544	1
10545	1
10546	1
10547	1
10548	1
10549	1
10550	1
10551	1
10552	1
10553	1
10554	1
10555	1
10556	1
10557	1
10558	1
10559	1
10560	1
10792	1
10793	1
10794	1
10795	1
10796	1
10797	1
10798	1
10799	1
10800	1
10801	1
10802	1
10803	1
10804	1
10805	1
10806	1
10807	1
10808	1
10809	1
10810	1
10811	1
10812	1
10813	1
10814	1
10815	1
10816	1
10817	1
10818	1
10819	1
10820	1
10821	1
10822	1
10823	1
10824	1
10825	1
10826	1
10827	1
10828	1
10829	1
10830	1
10831	1
10832	1
10833	1
10834	1
10835	1
10836	1
10837	1
10838	1
10839	1
10840	1
10841	1
10842	1
10843	1
10844	1
10845	1
10846	1
10847	1
10848	1
10849	1
10850	1
11083	1
11084	1
11085	1
11086	1
11087	1
11088	1
11089	1
11090	1
11091	1
11092	1
11093	1
11094	1
11095	1
11096	1
11097	1
11098	1
11099	1
11100	1
11101	1
11102	1
11103	1
11104	1
11105	1
11106	1
11107	1
11108	1
11109	1
11110	1
11111	1
11112	1
11113	1
11114	1
11115	1
11116	1
11117	1
11118	1
11119	1
11120	1
11121	1
11122	1
11123	1
11124	1
11125	1
11126	1
11127	1
11128	1
11129	1
11130	1
11131	1
11132	1
11133	1
11134	1
11135	1
11136	1
11137	1
11138	1
11139	1
11140	1
11141	1
11376	1
11377	1
11378	1
11379	1
11380	1
11381	1
11382	1
11383	1
11384	1
11385	1
11386	1
11387	1
11388	1
11389	1
11390	1
11391	1
11392	1
11393	1
11394	1
11395	1
11396	1
11397	1
11398	1
11399	1
11400	1
11401	1
11402	1
11403	1
11404	1
11405	1
11406	1
11407	1
11408	1
11409	1
11410	1
11411	1
11412	1
11413	1
11414	1
11415	1
11416	1
11417	1
11418	1
11419	1
11420	1
11421	1
11422	1
11423	1
11424	1
11425	1
11426	1
11427	1
11428	1
11429	1
11430	1
11431	1
11668	1
11669	1
11670	1
11671	1
11672	1
11673	1
11674	1
11675	1
11676	1
11677	1
11678	1
11679	1
11680	1
11681	1
11682	1
11683	1
11684	1
11685	1
11686	1
11687	1
11688	1
11689	1
11690	1
11691	1
11692	1
11693	1
11694	1
11695	1
11696	1
11697	1
11698	1
11699	1
11700	1
11701	1
11702	1
11703	1
11704	1
11705	1
11706	1
11707	1
11708	1
11709	1
11710	1
11711	1
11712	1
11713	1
11714	1
11715	1
11716	1
11717	1
11718	1
11719	1
11720	1
11721	1
11957	1
11958	1
11959	1
11960	1
11961	1
11962	1
11963	1
11964	1
11965	1
11966	1
11967	1
11968	1
11969	1
11970	1
11971	1
11972	1
11973	1
11974	1
11975	1
11976	1
11977	1
11978	1
11979	1
11980	1
11981	1
11982	1
11983	1
11984	1
11985	1
11986	1
11987	1
11988	1
11989	1
11990	1
11991	1
11992	1
11993	1
11994	1
11995	1
11996	1
11997	1
11998	1
11999	1
12000	1
12001	1
12002	1
12003	1
12004	1
12005	1
12006	1
12007	1
12008	1
12009	1
12010	1
12011	1
12012	1
12247	1
12248	1
12249	1
12250	1
12251	1
12252	1
12253	1
12254	1
12255	1
12256	1
12257	1
12258	1
12259	1
12260	1
12261	1
12262	1
12263	1
12264	1
12265	1
12266	1
12267	1
12268	1
12269	1
12270	1
12271	1
12272	1
12273	1
12274	1
12275	1
12276	1
12277	1
12278	1
12279	1
12280	1
12281	1
12282	1
12283	1
12284	1
12285	1
12286	1
12287	1
12288	1
12289	1
12290	1
12291	1
12292	1
12293	1
12294	1
12295	1
12296	1
12297	1
12298	1
12299	1
12300	1
12301	1
12302	1
12537	1
12538	1
12539	1
12540	1
12541	1
12542	1
12543	1
12544	1
12545	1
12546	1
12547	1
12548	1
12549	1
12550	1
12551	1
12552	1
12553	1
12554	1
12555	1
12556	1
12557	1
12558	1
12559	1
12560	1
12561	1
12562	1
12563	1
12564	1
12565	1
12566	1
12567	1
12568	1
12569	1
12570	1
12571	1
12572	1
12573	1
12574	1
12575	1
12576	1
12577	1
12578	1
12579	1
12580	1
12581	1
12582	1
12583	1
12584	1
12585	1
12586	1
12587	1
12588	1
12589	1
12590	1
12591	1
12592	1
12827	1
12828	1
12829	1
12830	1
12831	1
12832	1
12833	1
12834	1
12835	1
12836	1
12837	1
12838	1
12839	1
12840	1
12841	1
12842	1
12843	1
12844	1
12845	1
12846	1
12847	1
12848	1
12849	1
12850	1
12851	1
12852	1
12853	1
12854	1
12855	1
12856	1
12857	1
12858	1
12859	1
12860	1
12861	1
12862	1
12863	1
12864	1
12865	1
12866	1
12867	1
12868	1
12869	1
12870	1
12871	1
12872	1
12873	1
12874	1
12875	1
12876	1
12877	1
12878	1
12879	1
12880	1
12881	1
13116	1
13117	1
13118	1
13119	1
13120	1
13121	1
13122	1
13123	1
13124	1
13125	1
13126	1
13127	1
13128	1
13129	1
13130	1
13131	1
13132	1
13133	1
13134	1
13135	1
13136	1
13137	1
13138	1
13139	1
13140	1
13141	1
13142	1
13143	1
13144	1
13145	1
13146	1
13147	1
13148	1
13149	1
13150	1
13151	1
13152	1
13153	1
13154	1
13155	1
13156	1
13157	1
13158	1
13159	1
13160	1
13161	1
13162	1
13163	1
13164	1
13165	1
13166	1
13167	1
13168	1
13169	1
13170	1
13171	1
13172	1
13406	1
13407	1
13408	1
13409	1
13410	1
13411	1
13412	1
13413	1
13414	1
13415	1
13416	1
13417	1
13418	1
13419	1
13420	1
13421	1
13422	1
13423	1
13424	1
13425	1
13426	1
13427	1
13428	1
13429	1
13430	1
13431	1
13432	1
13433	1
13434	1
13435	1
13436	1
13437	1
13438	1
13439	1
13440	1
13441	1
13442	1
13443	1
13444	1
13445	1
13446	1
13447	1
13448	1
13449	1
13450	1
13451	1
13452	1
13453	1
13454	1
13455	1
13456	1
13457	1
13458	1
13459	1
13460	1
13461	1
13696	1
13697	1
13698	1
13699	1
13700	1
13701	1
13702	1
13703	1
13704	1
13705	1
13706	1
13707	1
13708	1
13709	1
13710	1
13711	1
13712	1
13713	1
13714	1
13715	1
13716	1
13717	1
13718	1
13719	1
13720	1
13721	1
13722	1
13723	1
13724	1
13725	1
13726	1
13727	1
13728	1
13729	1
13730	1
13731	1
13732	1
13733	1
13734	1
13735	1
13736	1
13737	1
13738	1
13739	1
13740	1
13741	1
13742	1
13743	1
13744	1
13745	1
13746	1
13747	1
13748	1
13749	1
13750	1
13984	1
13985	1
13986	1
13987	1
13988	1
13989	1
13990	1
13991	1
13992	1
13993	1
13994	1
13995	1
13996	1
13997	1
13998	1
13999	1
14000	1
14001	1
14002	1
14003	1
14004	1
14005	1
14006	1
14007	1
14008	1
14009	1
14010	1
14011	1
14012	1
14013	1
14014	1
14015	1
14016	1
14017	1
14018	1
14019	1
14020	1
14021	1
14022	1
14023	1
14024	1
14025	1
14026	1
14027	1
14028	1
14029	1
14030	1
14031	1
14032	1
14033	1
14034	1
14035	1
14036	1
14037	1
14038	1
14039	1
14040	1
14274	1
14275	1
14276	1
14277	1
14278	1
14279	1
14280	1
14281	1
14282	1
14283	1
14284	1
14285	1
14286	1
14287	1
14288	1
14289	1
14290	1
14291	1
14292	1
14293	1
14294	1
14295	1
14296	1
14297	1
14298	1
14299	1
14300	1
14301	1
14302	1
14303	1
14304	1
14305	1
14306	1
14307	1
14308	1
14309	1
14310	1
14311	1
14312	1
14313	1
14314	1
14315	1
14316	1
14317	1
14318	1
14319	1
14320	1
14321	1
14322	1
14323	1
14324	1
14325	1
14326	1
14327	1
14328	1
14329	1
14330	1
14331	1
14332	1
14333	1
14564	1
14565	1
14566	1
14567	1
14568	1
14569	1
14570	1
14571	1
14572	1
14573	1
14574	1
14575	1
14576	1
14577	1
14578	1
14579	1
14580	1
14581	1
14582	1
14583	1
14584	1
14585	1
14586	1
14587	1
14588	1
14589	1
14590	1
14591	1
14592	1
14593	1
14594	1
14595	1
14596	1
14597	1
14598	1
14599	1
14600	1
14601	1
14602	1
14603	1
14604	1
14605	1
14606	1
14607	1
14608	1
14609	1
14610	1
14611	1
14612	1
14613	1
14614	1
14615	1
14616	1
14617	1
14618	1
14619	1
14620	1
14621	1
14622	1
14623	1
14855	1
14856	1
14857	1
14858	1
14859	1
14860	1
14861	1
14862	1
14863	1
14864	1
14865	1
14866	1
14867	1
14868	1
14869	1
14870	1
14871	1
14872	1
14873	1
14874	1
14875	1
14876	1
14877	1
14878	1
14879	1
14880	1
14881	1
14882	1
14883	1
14884	1
14885	1
14886	1
14887	1
14888	1
14889	1
14890	1
14891	1
14892	1
14893	1
14894	1
14895	1
14896	1
14897	1
14898	1
14899	1
14900	1
14901	1
14902	1
14903	1
14904	1
14905	1
14906	1
14907	1
14908	1
14909	1
14910	1
14911	1
14912	1
14913	1
14914	1
15144	1
15145	1
15146	1
15147	1
15148	1
15149	1
15150	1
15151	1
15152	1
15153	1
15154	1
15155	1
15156	1
15157	1
15158	1
15159	1
15160	1
15161	1
15162	1
15163	1
15164	1
15165	1
15166	1
15167	1
15168	1
15169	1
15170	1
15171	1
15172	1
15173	1
15174	1
15175	1
15176	1
15177	1
15178	1
15179	1
15180	1
15181	1
15182	1
15183	1
15184	1
15185	1
15186	1
15187	1
15188	1
15189	1
15190	1
15191	1
15192	1
15193	1
15194	1
15195	1
15196	1
15197	1
15198	1
15199	1
15200	1
15201	1
15202	1
15203	1
15204	1
15431	1
15432	1
15433	1
15434	1
15435	1
15436	1
15437	1
15438	1
15439	1
15440	1
15441	1
15442	1
15443	1
15444	1
15445	1
15446	1
15447	1
15448	1
15449	1
15450	1
15451	1
15452	1
15453	1
15454	1
15455	1
15456	1
15457	1
15458	1
15459	1
15460	1
15461	1
15462	1
15463	1
15464	1
15465	1
15466	1
15467	1
15468	1
15469	1
15470	1
15471	1
15472	1
15473	1
15474	1
15475	1
15476	1
15477	1
15478	1
15479	1
15480	1
15481	1
15482	1
15483	1
15484	1
15485	1
15486	1
15487	1
15488	1
15489	1
15490	1
15491	1
15492	1
15493	1
15516	1
15722	1
15723	1
15724	1
15725	1
15726	1
15727	1
15728	1
15729	1
15730	1
15731	1
15732	1
15733	1
15734	1
15735	1
15736	1
15737	1
15738	1
15739	1
15740	1
15741	1
15742	1
15743	1
15744	1
15745	1
15746	1
15747	1
15748	1
15749	1
15750	1
15751	1
15752	1
15753	1
15754	1
15755	1
15756	1
15757	1
15758	1
15759	1
15760	1
15761	1
15762	1
15763	1
15764	1
15765	1
15766	1
15767	1
15768	1
15769	1
15770	1
15771	1
15772	1
15773	1
15774	1
15775	1
15776	1
15777	1
15778	1
15779	1
15780	1
15801	1
15802	1
15803	1
15805	1
15806	1
15807	1
16012	1
16013	1
16014	1
16015	1
16016	1
16017	1
16018	1
16019	1
16020	1
16021	1
16022	1
16023	1
16024	1
16025	1
16026	1
16027	1
16028	1
16029	1
16030	1
16031	1
16032	1
16033	1
16034	1
16035	1
16036	1
16037	1
16038	1
16039	1
16040	1
16041	1
16042	1
16043	1
16044	1
16045	1
16046	1
16047	1
16048	1
16049	1
16050	1
16051	1
16052	1
16053	1
16054	1
16055	1
16056	1
16057	1
16058	1
16059	1
16060	1
16061	1
16062	1
16063	1
16064	1
16065	1
16066	1
16067	1
16068	1
16069	1
16070	1
16071	1
16091	1
16092	1
16093	1
16094	1
16095	1
16096	1
16097	1
16098	1
16099	1
16100	1
16101	1
16102	1
16103	1
16104	1
16303	1
16304	1
16305	1
16306	1
16307	1
16308	1
16309	1
16310	1
16311	1
16312	1
16313	1
16314	1
16315	1
16316	1
16317	1
16318	1
16319	1
16320	1
16321	1
16322	1
16323	1
16324	1
16325	1
16326	1
16327	1
16328	1
16329	1
16330	1
16331	1
16332	1
16333	1
16334	1
16335	1
16336	1
16337	1
16338	1
16339	1
16340	1
16341	1
16342	1
16343	1
16344	1
16345	1
16346	1
16347	1
16348	1
16349	1
16350	1
16351	1
16352	1
16353	1
16354	1
16355	1
16356	1
16357	1
16358	1
16359	1
16360	1
16361	1
16362	1
16381	1
16382	1
16383	1
16384	1
16385	1
16386	1
16387	1
16388	1
16389	1
16390	1
16391	1
16392	1
16393	1
16394	1
16395	1
16592	1
16593	1
16594	1
16595	1
16596	1
16597	1
16598	1
16599	1
16600	1
16601	1
16602	1
16603	1
16604	1
16605	1
16606	1
16607	1
16608	1
16609	1
16610	1
16611	1
16612	1
16613	1
16614	1
16615	1
16616	1
16617	1
16618	1
16619	1
16620	1
16621	1
16622	1
16623	1
16624	1
16625	1
16626	1
16627	1
16628	1
16629	1
16630	1
16631	1
16632	1
16633	1
16634	1
16635	1
16636	1
16637	1
16638	1
16639	1
16640	1
16641	1
16642	1
16643	1
16644	1
16645	1
16646	1
16647	1
16648	1
16649	1
16650	1
16651	1
16652	1
16665	1
16666	1
16667	1
16669	1
16670	1
16671	1
16672	1
16673	1
16674	1
16675	1
16676	1
16677	1
16678	1
16679	1
16680	1
16681	1
16682	1
16683	1
16684	1
16685	1
16686	1
16775	1
16776	1
16777	1
16780	1
16783	1
16883	1
16884	1
16885	1
16886	1
16887	1
16888	1
16889	1
16890	1
16891	1
16892	1
16893	1
16894	1
16895	1
16896	1
16897	1
16898	1
16899	1
16900	1
16901	1
16902	1
16903	1
16904	1
16905	1
16906	1
16907	1
16908	1
16909	1
16910	1
16911	1
16912	1
16913	1
16914	1
16915	1
16916	1
16917	1
16918	1
16919	1
16920	1
16921	1
16922	1
16923	1
16924	1
16925	1
16926	1
16927	1
16928	1
16929	1
16930	1
16931	1
16932	1
16933	1
16934	1
16935	1
16936	1
16937	1
16938	1
16939	1
16940	1
16941	1
16942	1
16953	1
16955	1
16956	1
16957	1
16958	1
16959	1
16960	1
16961	1
16962	1
16963	1
16964	1
16965	1
16966	1
16967	1
16968	1
16969	1
16970	1
16971	1
16972	1
16973	1
16974	1
16975	1
16976	1
16977	1
16978	1
17060	1
17065	1
17066	1
17067	1
17068	1
17069	1
17070	1
17071	1
17072	1
17073	1
17074	1
17173	1
17174	1
17175	1
17176	1
17177	1
17178	1
17179	1
17180	1
17181	1
17182	1
17183	1
17184	1
17185	1
17186	1
17187	1
17188	1
17189	1
17190	1
17191	1
17192	1
17193	1
17194	1
17195	1
17196	1
17197	1
17198	1
17199	1
17200	1
17201	1
17202	1
17203	1
17204	1
17205	1
17206	1
17207	1
17208	1
17209	1
17210	1
17211	1
17212	1
17213	1
17214	1
17215	1
17216	1
17217	1
17218	1
17219	1
17220	1
17221	1
17222	1
17223	1
17224	1
17225	1
17226	1
17227	1
17228	1
17229	1
17230	1
17231	1
17232	1
17242	1
17243	1
17244	1
17245	1
17246	1
17247	1
17248	1
17249	1
17250	1
17251	1
17252	1
17253	1
17254	1
17255	1
17256	1
17257	1
17258	1
17259	1
17260	1
17261	1
17262	1
17263	1
17264	1
17265	1
17266	1
17267	1
17268	1
17269	1
17270	1
17273	1
17348	1
17349	1
17350	1
17351	1
17352	1
17353	1
17354	1
17355	1
17356	1
17357	1
17358	1
17359	1
17360	1
17361	1
17362	1
17363	1
17364	1
17464	1
17465	1
17466	1
17467	1
17468	1
17469	1
17470	1
17471	1
17472	1
17473	1
17474	1
17475	1
17476	1
17477	1
17478	1
17479	1
17480	1
17481	1
17482	1
17483	1
17484	1
17485	1
17486	1
17487	1
17488	1
17489	1
17490	1
17491	1
17492	1
17493	1
17494	1
17495	1
17496	1
17497	1
17498	1
17499	1
17500	1
17501	1
17502	1
17503	1
17504	1
17505	1
17506	1
17507	1
17508	1
17509	1
17510	1
17511	1
17512	1
17513	1
17514	1
17515	1
17516	1
17517	1
17518	1
17519	1
17520	1
17521	1
17522	1
17523	1
17524	1
17532	1
17533	1
17534	1
17535	1
17536	1
17537	1
17538	1
17539	1
17540	1
17541	1
17542	1
17543	1
17544	1
17545	1
17546	1
17547	1
17548	1
17549	1
17550	1
17551	1
17552	1
17553	1
17554	1
17555	1
17556	1
17557	1
17558	1
17559	1
17560	1
17561	1
17562	1
17563	1
17637	1
17638	1
17639	1
17640	1
17641	1
17642	1
17643	1
17644	1
17645	1
17646	1
17647	1
17648	1
17649	1
17650	1
17651	1
17652	1
17653	1
17654	1
17655	1
17755	1
17756	1
17757	1
17758	1
17759	1
17760	1
17761	1
17762	1
17763	1
17764	1
17765	1
17766	1
17767	1
17768	1
17769	1
17770	1
17771	1
17772	1
17773	1
17774	1
17775	1
17776	1
17777	1
17778	1
17779	1
17780	1
17781	1
17782	1
17783	1
17784	1
17785	1
17786	1
17787	1
17788	1
17789	1
17790	1
17791	1
17792	1
17793	1
17794	1
17795	1
17796	1
17797	1
17798	1
17799	1
17800	1
17801	1
17802	1
17803	1
17804	1
17805	1
17806	1
17807	1
17808	1
17809	1
17810	1
17811	1
17812	1
17813	1
17814	1
17815	1
17816	1
17817	1
17818	1
17819	1
17820	1
17821	1
17822	1
17823	1
17824	1
17825	1
17826	1
17827	1
17828	1
17829	1
17830	1
17831	1
17832	1
17833	1
17834	1
17835	1
17836	1
17837	1
17838	1
17839	1
17840	1
17841	1
17842	1
17843	1
17844	1
17845	1
17846	1
17847	1
17848	1
17849	1
17850	1
17851	1
17852	1
17853	1
17879	1
17880	1
17926	1
17927	1
17928	1
17929	1
17930	1
17931	1
17932	1
17933	1
17934	1
17935	1
17936	1
17937	1
17938	1
17939	1
17940	1
17941	1
17942	1
17943	1
17944	1
17945	1
17946	1
18044	1
18045	1
18046	1
18047	1
18048	1
18049	1
18050	1
18051	1
18052	1
18053	1
18054	1
18055	1
18056	1
18057	1
18058	1
18059	1
18060	1
18061	1
18062	1
18063	1
18064	1
18065	1
18066	1
18067	1
18068	1
18069	1
18070	1
18071	1
18072	1
18073	1
18074	1
18075	1
18076	1
18077	1
18078	1
18079	1
18080	1
18081	1
18082	1
18083	1
18084	1
18085	1
18086	1
18087	1
18088	1
18089	1
18090	1
18091	1
18092	1
18093	1
18094	1
18095	1
18096	1
18097	1
18098	1
18099	1
18100	1
18101	1
18102	1
18103	1
18104	1
18105	1
18106	1
18107	1
18108	1
18109	1
18110	1
18111	1
18112	1
18113	1
18114	1
18115	1
18116	1
18117	1
18118	1
18119	1
18120	1
18121	1
18122	1
18123	1
18124	1
18125	1
18126	1
18127	1
18128	1
18129	1
18130	1
18131	1
18132	1
18133	1
18134	1
18135	1
18136	1
18137	1
18138	1
18139	1
18140	1
18141	1
18142	1
18143	1
18144	1
18167	1
18168	1
18169	1
18170	1
18171	1
18174	1
18215	1
18216	1
18217	1
18218	1
18219	1
18220	1
18221	1
18222	1
18223	1
18224	1
18225	1
18226	1
18227	1
18228	1
18229	1
18230	1
18231	1
18232	1
18233	1
18234	1
18235	1
18236	1
18237	1
18240	1
18241	1
18242	1
18243	1
18335	1
18336	1
18337	1
18338	1
18339	1
18340	1
18341	1
18342	1
18343	1
18344	1
18345	1
18346	1
18347	1
18348	1
18349	1
18350	1
18351	1
18352	1
18353	1
18354	1
18355	1
18356	1
18357	1
18358	1
18359	1
18360	1
18361	1
18362	1
18363	1
18364	1
18365	1
18366	1
18367	1
18368	1
18369	1
18370	1
18371	1
18372	1
18373	1
18374	1
18375	1
18376	1
18377	1
18378	1
